Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,-0.00064
Sample Interval,1e-07
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,"MATH<CH2-CH1>"
-5.582900e-03,-0.00317188
-5.582800e-03,-0.00318438
-5.582700e-03,-0.00318125
-5.582600e-03,-0.00320937
-5.582500e-03,-0.00326875
-5.582400e-03,-0.00325938
-5.582300e-03,-0.00322188
-5.582200e-03,-0.00327188
-5.582100e-03,-0.00325
-5.582000e-03,-0.00323438
-5.581900e-03,-0.00324063
-5.581800e-03,-0.00331875
-5.581700e-03,-0.00322813
-5.581600e-03,-0.003225
-5.581500e-03,-0.00335937
-5.581400e-03,-0.00332188
-5.581300e-03,-0.00325938
-5.581200e-03,-0.0031625
-5.581100e-03,-0.00334063
-5.581000e-03,-0.00319688
-5.580900e-03,-0.00321563
-5.580800e-03,-0.0032125
-5.580700e-03,-0.00319688
-5.580600e-03,-0.00320937
-5.580500e-03,-0.0030875
-5.580400e-03,-0.00324375
-5.580300e-03,-0.00324063
-5.580200e-03,-0.003225
-5.580100e-03,-0.00321563
-5.580000e-03,-0.00321875
-5.579900e-03,-0.00327188
-5.579800e-03,-0.00312813
-5.579700e-03,-0.00324063
-5.579600e-03,-0.00318438
-5.579500e-03,-0.00322188
-5.579400e-03,-0.00326875
-5.579300e-03,-0.00325625
-5.579200e-03,-0.00325625
-5.579100e-03,-0.00325312
-5.579000e-03,-0.00324063
-5.578900e-03,-0.00322344
-5.578800e-03,-0.0032
-5.578700e-03,-0.00320313
-5.578600e-03,-0.00319375
-5.578500e-03,-0.00326875
-5.578400e-03,-0.00320937
-5.578300e-03,-0.00323125
-5.578200e-03,-0.00325312
-5.578100e-03,-0.00321875
-5.578000e-03,-0.00324531
-5.577900e-03,-0.00320937
-5.577800e-03,-0.00317812
-5.577700e-03,-0.0032125
-5.577600e-03,-0.00320313
-5.577500e-03,-0.003275
-5.577400e-03,-0.0032125
-5.577300e-03,-0.00326563
-5.577200e-03,-0.00320156
-5.577100e-03,-0.00320937
-5.577000e-03,-0.00315938
-5.576900e-03,-0.00313594
-5.576800e-03,-0.00317812
-5.576700e-03,-0.003175
-5.576600e-03,-0.00321563
-5.576500e-03,-0.00317812
-5.576400e-03,-0.0032125
-5.576300e-03,-0.00329844
-5.576200e-03,-0.00323125
-5.576100e-03,-0.00322188
-5.576000e-03,-0.00319688
-5.575900e-03,-0.00322188
-5.575800e-03,-0.003225
-5.575700e-03,-0.00325
-5.575600e-03,-0.00319844
-5.575500e-03,-0.00330156
-5.575400e-03,-0.00321875
-5.575300e-03,-0.00325312
-5.575200e-03,-0.0033
-5.575100e-03,-0.00323125
-5.575000e-03,-0.00329063
-5.574900e-03,-0.0032125
-5.574800e-03,-0.00318125
-5.574700e-03,-0.00325
-5.574600e-03,-0.00325469
-5.574500e-03,-0.00325938
-5.574400e-03,-0.00320625
-5.574300e-03,-0.00320625
-5.574200e-03,-0.00320937
-5.574100e-03,-0.00326875
-5.574000e-03,-0.00315625
-5.573900e-03,-0.00328437
-5.573800e-03,-0.0032125
-5.573700e-03,-0.0031125
-5.573600e-03,-0.00315938
-5.573500e-03,-0.00322813
-5.573400e-03,-0.00331562
-5.573300e-03,-0.00304531
-5.573200e-03,-0.00318125
-5.573100e-03,-0.00318906
-5.573000e-03,-0.00316875
-5.572900e-03,-0.00329375
-5.572800e-03,-0.0032625
-5.572700e-03,-0.00325938
-5.572600e-03,-0.00318594
-5.572500e-03,-0.00317812
-5.572400e-03,-0.00323438
-5.572300e-03,-0.0032125
-5.572200e-03,-0.00322188
-5.572100e-03,-0.00335
-5.572000e-03,-0.00332344
-5.571900e-03,-0.00322969
-5.571800e-03,-0.00321563
-5.571700e-03,-0.00333125
-5.571600e-03,-0.00322813
-5.571500e-03,-0.00329375
-5.571400e-03,-0.003325
-5.571300e-03,-0.003225
-5.571200e-03,-0.003375
-5.571100e-03,-0.00308438
-5.571000e-03,-0.00315625
-5.570900e-03,-0.00325312
-5.570800e-03,-0.003175
-5.570700e-03,-0.00325625
-5.570600e-03,-0.00324688
-5.570500e-03,-0.00327813
-5.570400e-03,-0.00317812
-5.570300e-03,-0.00323125
-5.570200e-03,-0.00330313
-5.570100e-03,-0.00323438
-5.570000e-03,-0.00325938
-5.569900e-03,-0.00316094
-5.569800e-03,-0.00319688
-5.569700e-03,-0.00324375
-5.569600e-03,-0.00319688
-5.569500e-03,-0.00317656
-5.569400e-03,-0.00319688
-5.569300e-03,-0.00319375
-5.569200e-03,-0.00315625
-5.569100e-03,-0.00326875
-5.569000e-03,-0.00328437
-5.568900e-03,-0.00320625
-5.568800e-03,-0.00312656
-5.568700e-03,-0.003225
-5.568600e-03,-0.00325938
-5.568500e-03,-0.00315313
